City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
273,sola,-13.8833,167.55,83.32,72,100,22.73,VU,1675617293
274,vila velha,-20.3297,-40.2925,93.15,68,20,13.8,BR,1675617294
275,naryan-mar,67.6713,53.087,-1.07,99,99,6.2,RU,1675617294
276,micheweni,-4.9667,39.8333,80.37,77,11,13.31,TZ,1675617294
277,padang,-0.9492,100.3543,71.65,80,100,3.49,ID,1675617295
278,kavali,14.9167,79.9833,73.42,76,69,8.14,IN,1675617295
279,maiduguri,11.8464,13.1603,84.15,14,100,9.26,NG,1675617295
280,siderno,38.2779,16.302,41.34,44,1,10.65,IT,1675617296
281,khudumelapye,-23.8833,24.75,81.95,42,41,4.47,BW,1675617296
282,geraldton,-28.7667,114.6,73.81,73,100,10.36,AU,1675617297
283,turkmenabat,39.0733,63.5786,43.68,51,100,8.7,TM,1675617297
284,marsabit,2.3284,37.9899,74.75,29,77,9.46,KE,1675617297
285,aykhal,66.0,111.5,-36.8,100,56,2.86,RU,1675617298
286,madera,37.1666,-119.8343,52.2,96,40,2.86,US,1675617298
287,tatawin,32.9297,10.4518,54.73,55,20,8.99,TN,1675617299
288,turki,51.987,43.2731,12.09,98,64,4.85,RU,1675617299
289,north bend,43.4065,-124.2243,46.85,100,100,8.05,US,1675617299
290,xining,36.6167,101.7667,25.29,54,6,2.21,CN,1675617300
291,aitape,-3.1374,142.3475,78.33,88,100,2.71,PG,1675617300
292,canoa,18.355,-71.1585,87.51,62,40,17.27,DO,1675617300
293,srednekolymsk,67.45,153.6833,-34.6,100,100,6.38,RU,1675617301
294,yashkul,46.1711,45.3435,30.4,81,52,9.1,RU,1675617303
295,capelinha,-17.6914,-42.5158,81.3,57,37,4.0,BR,1675617305
296,cao bang,22.6667,106.25,62.08,99,100,2.19,VN,1675617306
297,alofi,-19.0595,-169.9187,80.98,73,100,12.91,NU,1675617310
298,gualaquiza,-3.4,-78.55,75.45,68,72,3.8,EC,1675617312
299,kahului,20.8947,-156.47,73.85,90,20,17.0,US,1675617313
300,riyadh,24.6877,46.7219,66.34,35,6,6.76,SA,1675617215
301,bowen,-20.0167,148.2333,81.45,84,35,11.95,AU,1675617314
302,iralaya,15.0,-83.2333,81.28,63,1,10.36,HN,1675617315
303,olafsvik,64.8945,-23.7142,43.5,91,93,23.55,IS,1675617316
304,ruteng,-8.6136,120.4721,62.87,94,100,2.06,ID,1675617318
305,cap malheureux,-19.9842,57.6142,80.47,77,73,5.01,MU,1675617319
306,cockburn town,21.4612,-71.1419,77.31,77,5,20.65,TC,1675617323
307,lexington,37.9887,-84.4777,52.92,44,0,21.85,US,1675616602
308,hasaki,35.7333,140.8333,36.0,78,88,10.22,JP,1675617325
309,mecca,21.4267,39.8261,74.57,54,52,7.7,SA,1675617045
310,boo,59.3333,18.2833,29.77,94,40,5.75,SE,1675617329
311,muzhi,65.3667,64.6667,-2.72,97,45,4.52,RU,1675617331
312,seoul,37.5683,126.9778,29.64,76,10,2.17,KR,1675617296
313,kiama,-34.6833,150.8667,71.01,80,98,5.99,AU,1675617332
314,iqaluit,63.7506,-68.5145,-20.31,68,100,20.71,CA,1675617333
315,henties bay,-22.116,14.2845,65.73,82,91,7.29,NA,1675617266
316,kiri buru,22.0833,85.35,63.46,22,0,1.05,IN,1675617333
317,muzaffarabad,34.37,73.4711,53.01,62,98,4.14,PK,1675617335
318,haines junction,60.7522,-137.5108,10.35,85,97,1.14,CA,1675617335
319,northam,51.0333,-4.2167,46.26,80,90,6.08,GB,1675617335
320,trabzon,40.9167,39.8333,41.09,71,75,5.75,TR,1675617336
321,eganville,45.5334,-77.0994,32.97,99,100,6.96,CA,1675617336
322,white center,47.5173,-122.3549,45.64,93,100,5.01,US,1675617337
323,cervo,43.6702,-7.4101,53.96,76,56,24.4,ES,1675617337
324,mogwase,-25.185,27.2665,79.9,37,87,3.87,ZA,1675617337
325,namibe,-15.1961,12.1522,73.92,73,59,8.9,AO,1675617338
326,lagoa,39.05,-27.9833,59.52,84,79,20.56,PT,1675617338
327,bhinmal,25.0,72.25,67.96,29,0,9.24,IN,1675617338
328,fare,-16.7,-151.0167,81.05,75,19,14.61,PF,1675617339
329,jiuquan,39.7432,98.5174,26.6,42,4,2.75,CN,1675617339
330,nikolskoye,59.7035,30.7861,20.91,84,100,7.38,RU,1675617339
331,bani walid,31.7566,13.9942,55.65,67,63,16.11,LY,1675617340
332,aktash,50.3,87.7333,-1.79,95,99,3.42,RU,1675617340
333,kirovskiy,45.0917,133.5136,-0.38,100,97,2.26,RU,1675617340
334,ansalta,42.6894,46.1178,25.2,80,49,3.8,RU,1675617341
335,svetlyy,54.675,20.1347,28.45,87,93,1.95,RU,1675617341
336,mehamn,71.0357,27.8492,24.75,80,0,13.8,NO,1675617342
337,devonport,-41.1667,146.35,48.09,80,71,10.36,AU,1675617342
338,freeport,40.6576,-73.5832,44.02,52,0,12.66,US,1675617211
339,chicama,-7.8447,-79.1469,75.74,54,28,10.63,PE,1675617343
340,aswan,24.0934,32.907,65.23,21,37,1.5,EG,1675617183
341,kruisfontein,-34.0033,24.7314,77.88,74,12,15.43,ZA,1675617343
342,capitao poco,-1.7464,-47.0594,83.59,76,100,7.23,BR,1675617344
343,mahanoro,-19.9,48.8,75.15,91,100,5.44,MG,1675617344
344,salinopolis,-0.6136,-47.3561,82.09,79,87,10.8,BR,1675617346
345,colesberg,-30.72,25.0972,81.09,30,73,4.61,ZA,1675617346
346,bastos,-21.9219,-50.7339,80.38,69,98,7.67,BR,1675617181
347,wismar,53.9,11.4667,34.48,82,82,1.01,DE,1675617347
348,casas grandes,30.3667,-107.95,62.33,16,0,2.93,MX,1675617347
349,imbituba,-28.24,-48.6703,81.16,58,26,9.44,BR,1675617347
350,charters towers,-20.1,146.2667,74.77,96,100,7.78,AU,1675617348
351,lasa,46.6166,10.7002,33.69,93,20,6.98,IT,1675617348
352,businga,3.3333,20.8833,86.74,23,38,1.39,CD,1675617349
353,gamba,-2.65,10.0,80.01,79,76,8.86,GA,1675617349
354,pierre,44.3683,-100.351,40.12,60,0,0.0,US,1675617349
355,vallenar,-28.5708,-70.7581,87.12,30,0,9.44,CL,1675617350
356,saint-joseph,-21.3667,55.6167,79.18,85,87,10.74,RE,1675617350
357,santa cruz del sur,20.7147,-77.9956,82.89,54,2,9.6,CU,1675617351
358,biak,-0.9131,122.8766,75.83,83,86,5.73,ID,1675617351
359,half moon bay,37.4636,-122.4286,53.87,88,75,11.5,US,1675617352
360,ugoofaaru,5.6667,73.0,80.98,75,100,4.61,MV,1675617352
361,ransang,8.9603,117.5828,77.36,86,89,3.94,PH,1675617352
362,lachi,33.3833,71.3386,60.48,46,72,3.56,PK,1675617353
363,sumenep,-7.0167,113.8667,78.22,87,100,5.32,ID,1675617353
364,bathsheba,13.2167,-59.5167,84.81,65,40,24.16,BB,1675617354
365,melo,-32.3667,-54.1833,83.75,37,84,6.76,UY,1675617354
366,rio grande,-32.035,-52.0986,73.51,71,66,14.27,BR,1675617354
367,sungaipenuh,-2.0833,101.3833,62.87,90,97,2.04,ID,1675617355
368,ulladulla,-35.35,150.4667,64.06,79,93,4.14,AU,1675617355
369,macas,-2.3167,-78.1167,80.35,61,40,3.44,EC,1675617355
370,atikokan,48.7555,-91.6216,10.27,83,88,5.1,CA,1675617356
371,el alto,-4.2714,-81.2147,89.26,61,31,11.3,PE,1675617356
372,iglesias,39.3114,8.535,54.79,88,48,2.33,IT,1675617356
373,rawson,-43.3002,-65.1023,93.49,17,0,18.41,AR,1675617357
374,roma,43.2128,-75.4557,41.83,50,0,6.91,US,1675617145
375,tak,16.5833,98.8333,67.12,82,41,2.71,TH,1675617357
376,juba,4.8517,31.5825,85.17,22,46,3.09,SS,1675617357
377,offa,8.15,4.7167,95.45,17,100,5.86,NG,1675617358
378,khani,41.9563,42.9566,40.57,64,100,4.9,GE,1675617358
379,porto murtinho,-21.6989,-57.8825,91.22,41,52,4.68,BR,1675617359
380,trincomalee,8.5711,81.2335,78.57,77,100,13.13,LK,1675617359
381,sao filipe,14.8961,-24.4956,72.59,56,19,10.65,CV,1675617338
382,minab,27.1467,57.0801,67.46,73,0,4.25,IR,1675617360
383,vao,-22.6667,167.4833,78.94,87,68,18.28,NC,1675617360
384,laguna,38.421,-121.4238,53.24,84,20,13.8,US,1675617276
385,hojai,26.0,92.8667,62.83,53,2,3.33,IN,1675617360
386,amboasary,-25.0333,46.3833,75.67,79,100,13.06,MG,1675617361
387,bodden town,19.2833,-81.25,82.4,66,75,7.0,KY,1675617361
388,port hedland,-20.3167,118.5667,80.65,89,5,5.75,AU,1675617362
389,ust-maya,60.4167,134.5333,-41.06,100,100,1.88,RU,1675617362
390,bay roberts,47.5999,-53.2648,28.33,74,29,11.01,CA,1675617366
391,burns lake,54.2331,-125.7533,26.02,100,82,4.32,CA,1675617370
392,belaya gora,68.5333,146.4167,-34.28,100,100,0.58,RU,1675617374
393,kalabo,-14.97,22.6814,72.34,80,87,6.06,ZM,1675617376
394,blythe,33.6103,-114.5964,62.04,37,0,0.0,US,1675617377
395,carballo,43.213,-8.691,58.42,67,0,7.78,ES,1675617273
396,baruun-urt,46.6806,113.2792,-4.52,93,38,5.61,MN,1675617379
397,noshiro,40.2039,140.0242,34.97,82,100,6.6,JP,1675617382
398,wawa,9.9022,4.4192,95.13,15,98,5.86,NG,1675617382
399,alamogordo,32.8995,-105.9603,68.4,29,0,6.91,US,1675617384
400,norrkoping,58.5942,16.1826,31.19,88,100,10.36,SE,1675617109
401,parkersburg,39.2667,-81.5615,52.41,42,0,12.66,US,1675617388
402,alekseyevka,50.6309,38.6903,24.85,91,100,8.61,RU,1675617390
403,chiredzi,-21.05,31.6667,79.81,45,29,5.1,ZW,1675617391
404,cabo san lucas,22.8909,-109.9124,78.62,49,0,8.05,MX,1675617392
405,kalianget,-7.05,113.9333,78.84,84,100,4.74,ID,1675617392
406,tongchuan,35.0806,109.0897,39.25,48,20,5.68,CN,1675617393
407,pitanga,-24.7572,-51.7614,78.58,49,50,8.1,BR,1675617393
408,porto santo,33.072,-16.3415,62.98,63,40,11.5,PT,1675617393
409,kasempa,-13.4584,25.8338,66.51,93,100,2.82,ZM,1675617394
410,roanoke rapids,36.4615,-77.6542,55.98,57,100,9.22,US,1675617394
411,xiangxiang,27.7333,112.5333,45.09,94,79,1.14,CN,1675617394
412,alekseyevsk,57.8406,108.3492,9.81,96,100,5.06,RU,1675617395
413,alice springs,-23.7,133.8833,56.75,82,0,1.14,AU,1675617395
414,alta floresta,-9.8756,-56.0861,85.82,70,75,2.3,BR,1675617395
415,morondava,-20.2833,44.2833,81.25,79,0,8.95,MG,1675617395
416,ewo,-0.8725,14.8206,80.71,61,93,1.81,CG,1675617396
417,cacoal,-11.4386,-61.4472,79.14,81,100,2.37,BR,1675617396
418,batagay-alyta,67.8006,130.4114,-25.28,100,100,1.16,RU,1675617396
419,yarada,17.65,83.2667,70.12,100,2,2.3,IN,1675617397
420,ust-tsilma,65.441,52.1498,-12.62,100,92,2.42,RU,1675617397
421,kloulklubed,7.0419,134.2556,79.3,76,100,18.63,PW,1675617397
422,pandan,14.0453,124.1694,77.52,90,100,10.65,PH,1675617398
423,oga,46.4631,10.347,30.88,94,7,6.6,IT,1675617398
424,provideniya,64.3833,-173.3,0.75,96,97,9.91,RU,1675617398
425,nedjo,9.5046,35.5019,68.58,23,79,2.91,ET,1675617399
426,acapulco,16.8634,-99.8901,84.02,65,0,9.22,MX,1675617128
427,carndonagh,55.25,-7.2667,46.02,72,63,11.79,IE,1675617399
428,tandil,-37.3217,-59.1332,87.69,26,6,11.43,AR,1675617124
429,yar-sale,66.8333,70.8333,-5.67,99,97,6.67,RU,1675617399
430,oktyabrskiy,54.4815,53.471,13.77,95,100,2.37,RU,1675617400
431,loiza,18.4313,-65.8802,82.63,82,75,24.16,PR,1675617400
432,huamachuco,-7.8,-78.0667,61.16,54,68,6.73,PE,1675617400
433,semey,50.4111,80.2275,16.39,96,100,6.11,KZ,1675617401
434,tarko-sale,64.9225,77.785,-10.88,100,95,4.38,RU,1675617401
435,port-gentil,-0.7193,8.7815,82.36,74,75,9.22,GA,1675617401
436,toktogul,41.8708,72.9402,27.93,75,100,2.86,KG,1675617402
437,przhevalskoye,55.5093,31.8482,22.19,93,100,5.66,RU,1675617402
438,touros,-5.1989,-35.4608,85.8,62,80,13.11,BR,1675617402
439,flin flon,54.7682,-101.865,13.84,79,100,9.22,CA,1675617403
440,mayor pablo lagerenza,-19.9309,-60.7718,99.46,23,37,1.52,PY,1675617403
441,ahipara,-35.1667,173.1667,63.45,92,97,7.65,NZ,1675617404
442,cache creek,50.8101,-121.3246,37.9,96,100,3.42,CA,1675617404
443,nalut,30.3333,10.85,54.84,40,3,10.02,LY,1675617405
444,bitung,1.4451,125.1824,76.05,78,100,6.8,ID,1675617405
445,vestmannaeyjar,63.4427,-20.2734,47.39,100,100,31.07,IS,1675617406
446,bavly,54.393,53.2602,14.27,94,100,3.22,RU,1675617407
447,osorno,-40.5667,-73.15,75.51,57,75,5.75,CL,1675617127
448,shijak,41.3456,19.5672,33.78,37,0,17.27,AL,1675617407
449,labuhan,-6.8844,112.2051,78.12,84,100,6.82,ID,1675617408
450,san rafael del sur,11.8485,-86.4384,86.97,44,11,19.17,NI,1675617408
451,kirakira,-10.4544,161.9205,77.61,96,100,6.78,SB,1675617409
452,carire,-3.9506,-40.4733,88.52,46,85,5.26,BR,1675617409
453,tastur,36.5513,9.4431,58.03,67,47,5.14,TN,1675617410
454,belmonte,-15.8631,-38.8828,85.69,61,4,11.88,BR,1675617410
455,voznesenka,46.8717,35.4646,32.7,73,100,13.06,UA,1675617411
456,norman wells,65.282,-126.8329,-19.73,99,99,0.94,CA,1675617224
457,miles city,46.4083,-105.8406,34.77,69,0,10.36,US,1675617251
458,nykoping,58.753,17.0079,30.49,93,75,12.66,SE,1675617412
459,svatove,49.4103,38.1503,26.24,93,100,9.53,UA,1675617412
460,yulara,-25.2406,130.9889,70.77,22,0,9.66,AU,1675617413
461,nishihara,26.1842,127.7558,67.66,88,75,6.91,JP,1675617413
462,parsabad,39.6482,47.9174,35.92,75,40,6.91,IR,1675617414
463,iztapa,13.9333,-90.7075,86.52,43,3,8.55,GT,1675617415
464,temir,49.1414,57.13,2.34,94,78,7.76,KZ,1675617264
465,mount pleasant,32.7941,-79.8626,55.31,98,75,8.05,US,1675617415
466,wladyslawowo,54.7909,18.4009,30.78,83,99,6.49,PL,1675617415
467,finschhafen,-6.6024,147.8681,79.65,82,100,5.41,PG,1675617416
468,mnogovershinnyy,53.9353,139.9242,-13.77,97,95,3.89,RU,1675617416
469,voskresenskoye,56.8381,45.4317,13.96,96,99,3.09,RU,1675617416
470,itarema,-2.9248,-39.9167,84.67,65,85,13.24,BR,1675617337
471,gijon,43.5357,-5.6615,52.81,74,46,18.01,ES,1675617351
472,nombre de dios,23.85,-104.2333,62.15,27,0,2.15,MX,1675617417
473,gornopravdinsk,60.05,69.9,-2.85,100,100,2.55,RU,1675617418
474,kashan,33.9831,51.4364,45.99,39,0,0.0,IR,1675617418
475,madang,-5.2246,145.7966,75.94,92,100,7.18,PG,1675617418
476,pajapan,18.25,-94.7,64.56,88,100,5.17,MX,1675617419
477,kawalu,-7.3817,108.2082,73.63,89,100,1.74,ID,1675617419
478,paulo ramos,-4.2167,-45.1833,84.42,72,89,3.58,BR,1675617419
479,anton lizardo,19.05,-95.9833,77.22,69,53,6.87,MX,1675617420
480,dingle,10.9995,122.6711,74.16,92,100,7.36,PH,1675617219
481,inhambane,-23.865,35.3833,77.99,77,3,13.18,MZ,1675617272
482,lazaro cardenas,17.9583,-102.2,83.48,43,0,4.32,MX,1675617420
483,viedma,-40.8135,-62.9967,97.36,14,75,15.23,AR,1675617421
484,santa maria,-29.6842,-53.8069,81.7,39,20,8.05,BR,1675617421
485,tuatapere,-46.1333,167.6833,58.15,92,97,12.35,NZ,1675617279
486,karaman,37.0833,33.25,31.12,98,100,7.31,TR,1675617424
487,labytnangi,66.6572,66.4183,-5.1,95,57,4.79,RU,1675617426
488,maceio,-9.6658,-35.7353,87.24,66,75,14.97,BR,1675617352
489,soverato,38.685,16.5499,42.75,46,4,11.3,IT,1675617430
490,cedar city,37.6775,-113.0619,43.77,39,0,23.02,US,1675617399
491,hamilton,39.1834,-84.5333,52.0,53,100,12.66,US,1675617219
492,nioro,13.35,-15.75,96.01,7,75,5.97,GM,1675617432
493,kano,12.0001,8.5167,93.09,18,0,6.91,NG,1675617432
494,bell ville,-32.6259,-62.6887,88.66,22,0,9.89,AR,1675617433
495,magadan,59.5667,150.8,-11.88,78,78,7.18,RU,1675617434
496,lermontovka,47.1453,134.3383,-11.2,100,98,1.5,RU,1675617434
497,muyezerskiy,63.9333,31.65,13.93,95,85,6.76,RU,1675617435
498,rexburg,43.826,-111.7897,25.0,71,100,5.75,US,1675617436
499,llangefni,53.2556,-4.3106,44.65,68,100,13.8,GB,1675617437
500,lata,40.1629,-8.3327,57.63,52,0,6.67,PT,1675617438
501,berlevag,70.8578,29.0864,24.8,73,100,12.66,NO,1675617412
502,columbia,34.0007,-81.0348,50.92,56,20,3.44,US,1675617338
503,olivenza,38.6832,-7.103,63.46,59,5,6.24,ES,1675617439
504,coquimbo,-29.9533,-71.3436,73.13,60,0,13.8,CL,1675617297
505,karratha,-20.7377,116.8463,87.91,55,12,15.1,AU,1675617440
506,makakilo city,21.3469,-158.0858,72.19,77,40,9.22,US,1675617440
507,bartica,6.4,-58.6167,78.76,88,92,6.31,GY,1675617443
508,udachnyy,66.4167,112.4,-45.54,100,81,2.17,RU,1675617444
509,maple creek,49.9168,-109.4848,36.01,64,38,12.66,CA,1675617413
510,la asuncion,11.0333,-63.8628,78.96,74,95,19.77,VE,1675617445
511,villarrica,-25.75,-56.4333,94.06,24,90,3.74,PY,1675617446
512,burnie,-41.0667,145.9167,56.62,75,74,13.15,AU,1675617447
513,preobrazheniye,42.9019,133.9064,21.13,77,50,7.52,RU,1675617449
514,kyra,49.5776,111.9753,-2.33,94,100,4.52,RU,1675617451
515,luwuk,-0.9516,122.7875,77.09,84,88,4.94,ID,1675617451
516,marang,5.2056,103.2059,80.51,91,100,2.33,MY,1675617452
517,comodoro rivadavia,-45.8667,-67.5,73.26,35,0,10.36,AR,1675617452
518,inongo,-1.95,18.2667,79.99,64,24,3.58,CD,1675617453
519,ostrovnoy,68.0531,39.5131,4.46,97,81,10.11,RU,1675617453
520,phrae,18.0833,100.0,79.05,54,64,4.21,TH,1675617453
521,araouane,18.9048,-3.5265,78.15,12,72,9.1,ML,1675617220
522,am timan,11.0297,20.2827,88.74,10,30,3.4,TD,1675617454
523,bathurst,-33.4166,149.5806,59.83,90,0,3.65,AU,1675617332
524,alwaye,10.1167,76.35,80.55,89,20,2.3,IN,1675617454
525,male,4.1748,73.5089,84.15,65,75,14.97,MV,1675617396
526,okha,53.5739,142.9478,-3.64,96,100,9.71,RU,1675617455
527,ilo,-17.6394,-71.3375,77.56,75,86,9.06,PE,1675617455
528,banjar,-8.19,114.9675,77.14,88,100,6.17,ID,1675617456
529,baykit,61.67,96.37,9.18,98,100,2.19,RU,1675617456
530,terney,45.0503,136.6092,14.5,78,11,9.06,RU,1675617457
531,camargo,27.6667,-105.1667,65.41,24,0,4.92,MX,1675617457
532,ryotsu,38.0833,138.4333,38.16,76,20,10.47,JP,1675617457
533,erzin,36.9559,36.2,43.25,83,100,6.85,TR,1675617458
534,mount gambier,-37.8333,140.7667,52.2,94,41,4.12,AU,1675617225
535,betare oya,5.6,14.0833,88.79,13,61,4.54,CM,1675617458
536,galesong,-5.3166,119.3661,77.02,79,100,7.18,ID,1675617458
537,ferme-neuve,46.7001,-75.4493,21.96,94,100,4.16,CA,1675617459
538,qena,26.1615,32.7183,64.69,26,97,7.05,EG,1675617459
539,blairmore,49.6,-114.4353,26.29,92,93,8.55,CA,1675617331
540,jaroslaw,50.0162,22.6778,25.52,91,100,8.86,PL,1675617459
541,gravdal,68.1214,13.5031,39.09,56,40,11.5,NO,1675617460
542,redwater,33.3582,-94.2544,59.92,78,2,7.43,US,1675617460
543,ajdabiya,30.7554,20.2263,57.52,58,28,21.36,LY,1675617461
544,daru,-9.0763,143.2092,76.6,91,100,3.8,PG,1675617461
545,wembley,-31.9333,115.8,73.06,91,75,9.22,AU,1675617461
